Track,Lambda,UserId,Archetype,Precision@10,Precision@10_Ceiling,Recall@10,HR@10,MRR@10,NDCG@10,Language_Diversity,Genre_Diversity,Filter_Bubble_Score,Preference_Escape@10
synthetic,0.2,900101,korean,0.1,0.3,0.3333,1.0,1.0,0.4693,2,7,1.0,0.0
synthetic,0.3,900101,korean,0.1,0.3,0.3333,1.0,1.0,0.4693,2,8,1.0,0.0
synthetic,0.4,900101,korean,0.1,0.3,0.3333,1.0,0.5,0.2961,2,8,1.0,0.0
synthetic,0.5,900101,korean,0.1,0.3,0.3333,1.0,0.1667,0.1672,2,11,1.0,0.0
synthetic,0.0,900102,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,1,11,1.0,0.0
synthetic,0.05,900102,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,1,10,1.0,0.0
synthetic,0.1,900102,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,1,10,1.0,0.0
synthetic,0.15,900102,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,1,10,1.0,0.0
synthetic,0.2,900102,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,1,11,1.0,0.0
synthetic,0.3,900102,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,1,12,1.0,0.0
synthetic,0.4,900102,hollywood,0.1,0.5,0.2,1.0,0.2,0.1312,1,12,1.0,0.0
synthetic,0.5,900102,hollywood,0.1,0.5,0.2,1.0,0.1111,0.1021,1,12,1.0,0.0
synthetic,0.0,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,2,10,0.9,0.1
synthetic,0.05,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.1,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.15,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.2,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.3,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.4,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.5,900103,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.0,900104,anime,0.3,0.5,0.6,1.0,1.0,0.6399,2,7,1.0,0.0
synthetic,0.05,900104,anime,0.3,0.5,0.6,1.0,1.0,0.6399,2,7,1.0,0.0
synthetic,0.1,900104,anime,0.3,0.5,0.6,1.0,1.0,0.6399,2,7,1.0,0.0
synthetic,0.15,900104,anime,0.3,0.5,0.6,1.0,1.0,0.6548,2,7,1.0,0.0
synthetic,0.2,900104,anime,0.3,0.5,0.6,1.0,1.0,0.6548,2,7,1.0,0.0
synthetic,0.3,900104,anime,0.3,0.5,0.6,1.0,1.0,0.6548,1,8,1.0,0.0
synthetic,0.4,900104,anime,0.3,0.5,0.6,1.0,1.0,0.6548,1,8,1.0,0.0
synthetic,0.5,900104,anime,0.4,0.5,0.8,1.0,1.0,0.7288,1,7,1.0,0.0
synthetic,0.0,900105,hollywood,0.1,0.6,0.1667,1.0,1.0,0.3026,2,7,0.9,0.1
synthetic,0.05,900105,hollywood,0.1,0.6,0.1667,1.0,1.0,0.3026,2,7,0.9,0.1
synthetic,0.1,900105,hollywood,0.1,0.6,0.1667,1.0,1.0,0.3026,2,7,0.9,0.1
synthetic,0.15,900105,hollywood,0.2,0.6,0.3333,1.0,1.0,0.3901,1,7,1.0,0.0
synthetic,0.2,900105,hollywood,0.2,0.6,0.3333,1.0,1.0,0.3901,1,7,1.0,0.0
synthetic,0.3,900105,hollywood,0.2,0.6,0.3333,1.0,1.0,0.3901,1,7,1.0,0.0
synthetic,0.4,900105,hollywood,0.2,0.6,0.3333,1.0,1.0,0.3901,1,7,1.0,0.0
synthetic,0.5,900105,hollywood,0.1,0.6,0.1667,1.0,1.0,0.3026,1,7,1.0,0.0
synthetic,0.0,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,11,0.6,0.4
synthetic,0.05,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,11,0.6,0.4
synthetic,0.1,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,11,0.8,0.2
synthetic,0.15,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.2,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.3,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.4,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,12,1.0,0.0
synthetic,0.5,900106,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.0,900107,hollywood,0.1,0.4,0.25,1.0,0.1429,0.1301,2,12,0.9,0.1
synthetic,0.05,900107,hollywood,0.1,0.4,0.25,1.0,0.1429,0.1301,2,12,0.9,0.1
synthetic,0.1,900107,hollywood,0.1,0.4,0.25,1.0,0.1667,0.1391,2,12,0.9,0.1
synthetic,0.15,900107,hollywood,0.1,0.4,0.25,1.0,0.1667,0.1391,1,13,1.0,0.0
synthetic,0.2,900107,hollywood,0.1,0.4,0.25,1.0,0.1667,0.1391,1,13,1.0,0.0
synthetic,0.3,900107,hollywood,0.1,0.4,0.25,1.0,0.1667,0.1391,1,13,1.0,0.0
synthetic,0.4,900107,hollywood,0.1,0.4,0.25,1.0,0.1667,0.1391,1,13,1.0,0.0
synthetic,0.5,900107,hollywood,0.1,0.4,0.25,1.0,0.1667,0.1391,1,13,1.0,0.0
synthetic,0.0,900108,bollywood,0.1,0.5,0.2,1.0,0.1111,0.1021,2,9,0.9,0.1
synthetic,0.05,900108,bollywood,0.1,0.5,0.2,1.0,0.125,0.107,2,9,0.9,0.1
synthetic,0.1,900108,bollywood,0.2,0.5,0.4,1.0,0.125,0.205,1,10,1.0,0.0
synthetic,0.15,900108,bollywood,0.1,0.5,0.2,1.0,0.125,0.107,1,9,1.0,0.0
synthetic,0.2,900108,bollywood,0.1,0.5,0.2,1.0,0.125,0.107,1,9,1.0,0.0
synthetic,0.3,900108,bollywood,0.1,0.5,0.2,1.0,0.125,0.107,2,10,1.0,0.0
synthetic,0.4,900108,bollywood,0.1,0.5,0.2,1.0,0.1667,0.1208,2,9,1.0,0.0
synthetic,0.5,900108,bollywood,0.1,0.5,0.2,1.0,0.25,0.1461,2,10,1.0,0.0
synthetic,0.0,900109,korean,0.1,0.4,0.25,1.0,0.1429,0.1301,4,5,0.8,0.2
synthetic,0.05,900109,korean,0.1,0.4,0.25,1.0,0.1429,0.1301,4,5,0.8,0.2
synthetic,0.1,900109,korean,0.1,0.4,0.25,1.0,0.1429,0.1301,4,5,0.8,0.2
synthetic,0.15,900109,korean,0.1,0.4,0.25,1.0,0.1667,0.1391,4,5,0.8,0.2
synthetic,0.2,900109,korean,0.1,0.4,0.25,1.0,0.1667,0.1391,3,5,0.9,0.1
synthetic,0.3,900109,korean,0.1,0.4,0.25,1.0,0.1667,0.1391,2,7,1.0,0.0
synthetic,0.4,900109,korean,0.0,0.4,0.0,0.0,0.0,0.0,2,7,1.0,0.0
synthetic,0.5,900109,korean,0.0,0.4,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.0,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,6,10,0.2,0.8
synthetic,0.05,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,6,9,0.4,0.6
synthetic,0.1,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,4,11,0.7,0.3
synthetic,0.15,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,3,11,0.8,0.2
synthetic,0.2,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,2,10,0.9,0.1
synthetic,0.3,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.4,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.5,900110,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,8,1.0,0.0
synthetic,0.0,900111,hollywood,0.1,0.2,0.5,1.0,0.125,0.1934,1,10,1.0,0.0
synthetic,0.05,900111,hollywood,0.1,0.2,0.5,1.0,0.125,0.1934,1,10,1.0,0.0
synthetic,0.1,900111,hollywood,0.1,0.2,0.5,1.0,0.125,0.1934,1,10,1.0,0.0
synthetic,0.15,900111,hollywood,0.1,0.2,0.5,1.0,0.125,0.1934,1,10,1.0,0.0
synthetic,0.2,900111,hollywood,0.1,0.2,0.5,1.0,0.125,0.1934,1,10,1.0,0.0
synthetic,0.3,900111,hollywood,0.1,0.2,0.5,1.0,0.125,0.1934,1,10,1.0,0.0
synthetic,0.4,900111,hollywood,0.1,0.2,0.5,1.0,0.125,0.1934,1,10,1.0,0.0
synthetic,0.5,900111,hollywood,0.1,0.2,0.5,1.0,0.1429,0.2044,1,10,1.0,0.0
synthetic,0.0,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,0.0
synthetic,0.05,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,0.0
synthetic,0.1,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,0.0
synthetic,0.15,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,0.0
synthetic,0.2,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,0.0
synthetic,0.3,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,0.0
synthetic,0.4,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,0.0
synthetic,0.5,900112,anime,0.0,0.5,0.0,0.0,0.0,0.0,1,8,1.0,0.0
synthetic,0.0,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,4,9,0.7,0.3
synthetic,0.05,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,3,9,0.8,0.2
synthetic,0.1,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,3,9,0.8,0.2
synthetic,0.15,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,2,10,0.9,0.1
synthetic,0.2,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,2,10,0.9,0.1
synthetic,0.3,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,8,1.0,0.0
synthetic,0.4,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,7,1.0,0.0
synthetic,0.5,900113,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.0,900114,anime,0.1,0.2,0.5,1.0,0.3333,0.3066,2,8,1.0,0.0
synthetic,0.05,900114,anime,0.1,0.2,0.5,1.0,0.3333,0.3066,2,8,1.0,0.0
synthetic,0.1,900114,anime,0.1,0.2,0.5,1.0,0.3333,0.3066,2,8,1.0,0.0
synthetic,0.15,900114,anime,0.1,0.2,0.5,1.0,0.3333,0.3066,2,8,1.0,0.0
synthetic,0.2,900114,anime,0.1,0.2,0.5,1.0,0.3333,0.3066,2,8,1.0,0.0
synthetic,0.3,900114,anime,0.1,0.2,0.5,1.0,0.5,0.3869,2,9,1.0,0.0
synthetic,0.4,900114,anime,0.1,0.2,0.5,1.0,1.0,0.6131,2,10,1.0,0.0
synthetic,0.5,900114,anime,0.1,0.2,0.5,1.0,0.5,0.3869,2,10,1.0,0.0
synthetic,0.0,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.05,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.1,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.15,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.2,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.3,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.4,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.5,900115,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.0,900116,mixed,0.2,0.7,0.2857,1.0,1.0,0.3665,4,12,0.5,0.5
synthetic,0.05,900116,mixed,0.2,0.7,0.2857,1.0,1.0,0.3665,3,10,0.7,0.3
synthetic,0.1,900116,mixed,0.2,0.7,0.2857,1.0,0.5,0.2651,2,10,0.8,0.2
synthetic,0.15,900116,mixed,0.2,0.7,0.2857,1.0,0.2,0.1931,2,10,0.8,0.2
synthetic,0.2,900116,mixed,0.2,0.7,0.2857,1.0,0.2,0.1858,1,8,1.0,0.0
synthetic,0.3,900116,mixed,0.2,0.7,0.2857,1.0,0.2,0.1858,1,8,1.0,0.0
synthetic,0.4,900116,mixed,0.1,0.7,0.1429,1.0,0.25,0.1184,1,8,1.0,0.0
synthetic,0.5,900116,mixed,0.1,0.7,0.1429,1.0,0.25,0.1184,1,8,1.0,0.0
synthetic,0.0,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,4,12,0.6,0.4
synthetic,0.05,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,3,12,0.7,0.3
synthetic,0.1,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,2,10,0.9,0.1
synthetic,0.15,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.2,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.3,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.4,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.5,900117,mixed,0.0,0.6,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.0,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,2,13,0.8,0.2
synthetic,0.05,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,2,13,0.9,0.1
synthetic,0.1,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.15,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.2,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.3,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.4,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.5,900118,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.0,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,2,10,0.8,0.2
synthetic,0.05,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,2,10,0.9,0.1
synthetic,0.1,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.15,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.2,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.3,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.4,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,9,1.0,0.0
synthetic,0.5,900119,hollywood,0.0,0.6,0.0,0.0,0.0,0.0,1,8,1.0,0.0
synthetic,0.0,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,3,11,0.6,0.4
synthetic,0.05,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,3,10,0.8,0.2
synthetic,0.1,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,2,10,0.9,0.1
synthetic,0.15,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.2,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.3,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.4,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.5,900120,hollywood,0.0,0.3,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.0,900121,hollywood,0.2,0.9,0.2222,1.0,0.25,0.1922,3,10,0.7,0.3
synthetic,0.05,900121,hollywood,0.2,0.9,0.2222,1.0,0.3333,0.2188,2,9,0.8,0.2
synthetic,0.1,900121,hollywood,0.2,0.9,0.2222,1.0,0.3333,0.2188,1,11,1.0,0.0
synthetic,0.15,900121,hollywood,0.2,0.9,0.2222,1.0,0.3333,0.2188,1,11,1.0,0.0
synthetic,0.2,900121,hollywood,0.2,0.9,0.2222,1.0,0.3333,0.2188,1,11,1.0,0.0
synthetic,0.3,900121,hollywood,0.2,0.9,0.2222,1.0,0.3333,0.2188,1,11,1.0,0.0
synthetic,0.4,900121,hollywood,0.2,0.9,0.2222,1.0,0.3333,0.2188,1,11,1.0,0.0
synthetic,0.5,900121,hollywood,0.2,0.9,0.2222,1.0,0.3333,0.2188,1,11,1.0,0.0
synthetic,0.0,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,1,7,1.0,0.0
synthetic,0.05,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,1,7,1.0,0.0
synthetic,0.1,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,1,7,1.0,0.0
synthetic,0.15,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,1,7,1.0,0.0
synthetic,0.2,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,1,7,1.0,0.0
synthetic,0.3,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,1,9,1.0,0.0
synthetic,0.4,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,1,9,1.0,0.0
synthetic,0.5,900122,bollywood,0.1,0.7,0.1429,1.0,0.2,0.1063,2,12,1.0,0.0
synthetic,0.0,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,4,11,0.5,0.5
synthetic,0.05,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,4,13,0.7,0.3
synthetic,0.1,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,13,0.9,0.1
synthetic,0.15,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,13,0.9,0.1
synthetic,0.2,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,13,0.9,0.1
synthetic,0.3,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,13,1.0,0.0
synthetic,0.4,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,2,12,1.0,0.0
synthetic,0.5,900123,bollywood,0.0,0.2,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.0,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,1,8,1.0,0.0
synthetic,0.05,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,1,8,1.0,0.0
synthetic,0.1,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,2,8,1.0,0.0
synthetic,0.15,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,2,8,1.0,0.0
synthetic,0.2,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,2,8,1.0,0.0
synthetic,0.3,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,2,8,1.0,0.0
synthetic,0.4,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,2,6,1.0,0.0
synthetic,0.5,900124,bollywood,0.1,0.5,0.2,1.0,1.0,0.3392,2,6,1.0,0.0
synthetic,0.0,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,3,10,0.8,0.2
synthetic,0.05,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,2,11,0.9,0.1
synthetic,0.1,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,2,11,0.9,0.1
synthetic,0.15,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.2,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.3,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.4,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.5,900125,hollywood,0.0,0.7,0.0,0.0,0.0,0.0,1,11,1.0,0.0
synthetic,0.0,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,2,8,0.8,0.2
synthetic,0.05,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,2,8,0.9,0.1
synthetic,0.1,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,2,8,0.9,0.1
synthetic,0.15,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,2,8,0.9,0.1
synthetic,0.2,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,2,8,0.9,0.1
synthetic,0.3,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,1,7,1.0,0.0
synthetic,0.4,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,1,7,1.0,0.0
synthetic,0.5,900126,hollywood,0.1,0.4,0.25,1.0,1.0,0.3904,1,7,1.0,0.0
synthetic,0.0,900127,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,2,14,0.9,0.1
synthetic,0.05,900127,hollywood,0.1,0.5,0.2,1.0,0.25,0.1461,2,14,0.9,0.1
synthetic,0.1,900127,hollywood,0.2,0.5,0.4,1.0,0.25,0.2441,1,11,1.0,0.0
synthetic,0.15,900127,hollywood,0.2,0.5,0.4,1.0,0.2,0.2292,1,11,1.0,0.0
synthetic,0.2,900127,hollywood,0.2,0.5,0.4,1.0,0.2,0.2292,1,11,1.0,0.0
synthetic,0.3,900127,hollywood,0.2,0.5,0.4,1.0,0.2,0.2292,1,11,1.0,0.0
synthetic,0.4,900127,hollywood,0.2,0.5,0.4,1.0,0.2,0.2292,1,11,1.0,0.0
synthetic,0.5,900127,hollywood,0.2,0.5,0.4,1.0,0.1667,0.2189,1,11,1.0,0.0
synthetic,0.0,900128,korean,0.0,0.7,0.0,0.0,0.0,0.0,3,10,0.7,0.3
synthetic,0.05,900128,korean,0.0,0.7,0.0,0.0,0.0,0.0,2,6,0.8,0.2
synthetic,0.1,900128,korean,0.0,0.7,0.0,0.0,0.0,0.0,2,5,0.9,0.1
synthetic,0.15,900128,korean,0.0,0.7,0.0,0.0,0.0,0.0,2,5,0.9,0.1
synthetic,0.2,900128,korean,0.0,0.7,0.0,0.0,0.0,0.0,2,5,0.9,0.1
synthetic,0.3,900128,korean,0.1,0.7,0.1429,1.0,0.2,0.1063,3,6,0.9,0.1
synthetic,0.4,900128,korean,0.2,0.7,0.2857,1.0,0.5,0.2601,2,9,1.0,0.0
synthetic,0.5,900128,korean,0.2,0.7,0.2857,1.0,0.5,0.2798,2,11,1.0,0.0
synthetic,0.0,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,10,1.0,0.0
synthetic,0.05,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,10,1.0,0.0
synthetic,0.1,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.15,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.2,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.3,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.4,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.5,900129,anime,0.0,0.4,0.0,0.0,0.0,0.0,1,12,1.0,0.0
synthetic,0.0,900130,bollywood,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
synthetic,0.05,900130,bollywood,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
synthetic,0.1,900130,bollywood,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
synthetic,0.15,900130,bollywood,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
synthetic,0.2,900130,bollywood,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
synthetic,0.3,900130,bollywood,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
synthetic,0.4,900130,bollywood,0.1,0.4,0.25,1.0,0.1,0.1128,1,7,1.0,0.0
synthetic,0.5,900130,bollywood,0.0,0.4,0.0,0.0,0.0,0.0,2,10,1.0,0.0
synthetic,0.0,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.05,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.1,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.15,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.2,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.3,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.4,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.5,900131,bollywood,0.2,0.7,0.2857,1.0,1.0,0.3812,1,10,1.0,0.0
synthetic,0.0,900132,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.05,900132,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,10,1.0,0.0
synthetic,0.1,900132,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.15,900132,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.2,900132,anime,0.0,0.4,0.0,0.0,0.0,0.0,2,11,1.0,0.0
synthetic,0.3,900132,anime,0.1,0.4,0.25,1.0,0.1,0.1128,2,11,1.0,0.0
synthetic,0.4,900132,anime,0.1,0.4,0.25,1.0,0.1429,0.1301,2,11,1.0,0.0
synthetic,0.5,900132,anime,0.1,0.4,0.25,1.0,0.2,0.151,2,10,1.0,0.0
synthetic,0.0,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,6,11,0.4,0.6
synthetic,0.05,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,5,10,0.6,0.4
synthetic,0.1,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,3,9,0.8,0.2
synthetic,0.15,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.2,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.3,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.4,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.5,900133,mixed,0.0,0.5,0.0,0.0,0.0,0.0,1,10,1.0,0.0
synthetic,0.0,900134,korean,0.1,0.5,0.2,1.0,0.1111,0.1021,5,6,0.7,0.3
